epoch,batch,train_loss,val_loss
1,9,0.691758930683136,0.6889486034711202
1,19,0.6912865042686462,0.6884887019793192
2,9,0.7059407234191895,0.6878605922063191
2,19,0.6988535523414612,0.6874898314476013
3,9,0.7155680656433105,0.6868932962417602
3,19,0.6936635375022888,0.6864520986874898
4,9,0.6979361772537231,0.6944807966550192
4,19,0.6973710060119629,0.6940396428108215
5,9,0.7001089453697205,0.6933677434921265
5,19,0.6913682818412781,0.6929123163223266
6,9,0.7253378629684448,0.6922253886858623
6,19,0.702451765537262,0.6917694409688314
7,9,0.6881954669952393,0.6910735607147217
7,9,0.6982079744338989,0.7017173051834107
8,19,0.6988577842712402,0.7012441476186116
8,9,0.7153287529945374,0.7005297263463338
9,19,0.7067365050315857,0.7000419576962789
9,9,0.7310136556625366,0.6993154446283977
10,19,0.7097402215003967,0.6988366842269897
10,9,0.6977133750915527,0.6980966091156006
11,19,0.7062053680419922,0.6976001183191936
11,9,0.6973592042922974,0.6968628128369649
12,19,0.6971474289894104,0.6963640689849854
12,9,0.6940975189208984,0.6956196626027426
13,19,0.7069088220596313,0.695117461681366
13,9,0.6919456720352173,0.6943774620691935
14,19,0.6953374147415161,0.6938840707143148
14,9,0.7057979106903076,0.6931403358777364
15,19,0.7070217132568359,0.6926432212193807
15,9,0.6901599168777466,0.691895600159963
16,19,0.6927676200866699,0.6913973728815714
16,9,0.6916666030883789,0.6906391143798828
17,9,0.693256676197052,0.7038202325503031
17,19,0.6919586658477783,0.7033578713734945
18,9,0.7148602604866028,0.7026677370071411
18,19,0.7078978419303894,0.7022015452384949
19,9,0.6106348633766174,0.6093907713890075
19,19,0.6112547516822815,0.6090361118316651
20,9,0.6200672388076782,0.6085044701894124
20,19,0.6128572821617126,0.6081427613894145
21,9,0.6390016078948975,0.6076060652732849
21,19,0.6166998744010925,0.6072584311167399
22,9,0.6016852259635925,0.6067177136739095
22,19,0.611088216304779,0.606355857849121
23,9,0.6078177690505981,0.6057964920997619
23,19,0.6108813285827637,0.6054298281669617
24,9,0.6026102304458618,0.6048830231030782
24,19,0.6157123446464539,0.6045173207918803
25,9,0.6041483283042908,0.6039626518885295
25,19,0.6093565225601196,0.6035868803660075
26,9,0.6120250821113586,0.6030295213063558
26,19,0.6155228018760681,0.6026511033376057
27,9,0.6035444140434265,0.6020848115285238
27,19,0.6028863191604614,0.6017084876696269
28,9,0.6019196510314941,0.6011397123336792
28,19,0.6007637977600098,0.6007583737373352
29,9,0.605575680732727,0.6001898169517517
29,19,0.6099838018417358,0.5998066663742065
30,9,0.6043405532836914,0.5992344458897908
30,19,0.6019679307937622,0.5988457640012105
31,9,0.6015929579734802,0.5982629060745239
31,19,0.6043134927749634,0.5978903929392497
32,9,0.5991179347038269,0.5973183631896972
32,19,0.594907283782959,0.5969230651855468
33,9,0.6032997369766235,0.5963171323140463
33,19,0.5956743955612183,0.5959054430325826
34,9,0.6023231148719788,0.5953080336252848
34,19,0.6098173260688782,0.5949134945869445
35,9,0.6080347895622253,0.5943180004755656
35,19,0.6119248867034912,0.5939213236172994
36,9,0.5958324074745178,0.5933120727539063
36,19,0.5982393026351929,0.5929086565971374
37,9,0.6030466556549072,0.5922962387402853
37,19,0.5906903743743896,0.5918949127197266
38,9,0.5942045450210571,0.5912908991177876
38,19,0.5938904285430908,0.5908991535504658
39,9,0.5919442176818848,0.5902984658877055
39,19,0.5961339473724365,0.58989018201828
40,9,0.5905280113220215,0.5892638882001241
40,19,0.5973087549209595,0.5888360778490702
41,9,0.5900149941444397,0.5882026712099712
41,19,0.5928749442100525,0.5877838095029195
42,9,0.6002340912818909,0.5871523896853129
42,19,0.6006379127502441,0.5867332696914673
43,9,0.5988160371780396,0.58610813220342
43,19,0.5976561903953552,0.5857064565022786
44,9,0.5889084339141846,0.5850946585337321
44,19,0.5891996026039124,0.5846744378407797
45,9,0.5981096029281616,0.5840444286664327
45,19,0.5899669528007507,0.5836261590321858
46,9,0.584277868270874,0.5829888582229614
46,19,0.578633189201355,0.5825520316759746
47,9,0.5832453966140747,0.5818905274073283
47,19,0.5877683758735657,0.5814358750979106
48,9,0.5963133573532104,0.5807637691497802
48,19,0.5948898792266846,0.5803282380104064
49,9,0.5834214091300964,0.5796627004941305
49,19,0.5832533836364746,0.5792085727055868
50,9,0.5822877883911133,0.5785210768381754
50,19,0.5847017765045166,0.5780656933784485
51,9,0.5853603482246399,0.5773910760879517
51,19,0.5874567627906799,0.5769403497378032
52,9,0.5787622332572937,0.5762702544530233
52,19,0.5832929611206055,0.5758177518844605
53,9,0.5855427384376526,0.5751346985499064
53,19,0.5811759233474731,0.5746788144111633
54,9,0.5747973322868347,0.5739792267481486
54,19,0.5638647079467773,0.5735035061836242
55,9,0.5805437564849854,0.5728010376294453
55,19,0.5837703943252563,0.5723422010739644
56,9,0.5796183943748474,0.5716373761494954
56,19,0.5719653367996216,0.5711583495140076
57,9,0.5816641449928284,0.5704411705334981
57,19,0.5672488808631897,0.569973353544871
58,9,0.5734283328056335,0.5692693789800009
58,19,0.5731378793716431,0.568800131479899
59,9,0.5799338817596436,0.5680817325909933
59,19,0.5842353105545044,0.5676050504048665
60,9,0.5852537751197815,0.5668887019157409
60,19,0.5803939700126648,0.5664167881011963
61,9,0.5818105340003967,0.5657196203867595
61,19,0.5913768410682678,0.565251882870992
62,9,0.5685219764709473,0.5645326137542724
62,19,0.5607479214668274,0.5640338222185771
63,9,0.5663381814956665,0.5632991870244344
63,19,0.5676180124282837,0.562825866540273
64,9,0.5776722431182861,0.5621221502621968
64,19,0.5724592208862305,0.5616541544596354
65,9,0.5715581774711609,0.5609450578689575
65,19,0.5642321109771729,0.5604523261388142
66,9,0.5722361207008362,0.5597129305203755
66,19,0.5692018866539001,0.5592272679011027
67,9,0.5521828532218933,0.5584915757179261
67,19,0.5606378316879272,0.5579784591992696
68,9,0.5708226561546326,0.5572197079658509
68,19,0.5694443583488464,0.5567431171735128
69,9,0.5759159922599792,0.5560264865557353
69,19,0.5738248229026794,0.5555567065874736
70,9,0.5542035698890686,0.5548400203386943
70,19,0.5593215823173523,0.554349672794342
71,9,0.5617382526397705,0.5535980145136515
71,19,0.5728096961975098,0.5530951698621114
72,9,0.5500808358192444,0.5523360530535381
72,19,0.5597678422927856,0.5518317341804504
73,9,0.5574313402175903,0.5510669986406962
73,19,0.5578258037567139,0.5505495071411133
74,9,0.5589917302131653,0.5497843623161316
74,19,0.5590689182281494,0.5492759585380554
75,9,0.5581298470497131,0.5485192577044169
75,19,0.5634706020355225,0.5480330506960551
76,9,0.5499510765075684,0.5472822984059652
76,19,0.5497467517852783,0.5467707554499308
77,9,0.550797700881958,0.5460018197695414
77,19,0.5678072571754456,0.545493213335673
78,9,0.560102641582489,0.5447398066520691
78,19,0.5545206665992737,0.5442371050516764
79,9,0.5512917041778564,0.5434659202893575
79,19,0.5638201832771301,0.5429554065068563
80,9,0.5559449791908264,0.542188807328542
80,19,0.5615887641906738,0.5416744391123454
81,9,0.5579226016998291,0.5409117182095845
81,19,0.5529719591140747,0.5403980294863383
82,9,0.5425003170967102,0.5396275083223979
82,19,0.5481681227684021,0.5391077319780986
83,9,0.5542922616004944,0.538319996992747
83,19,0.5466198921203613,0.5378029386202494
84,9,0.5433365106582642,0.5370330055554707
84,19,0.5589790344238281,0.5365220824877421
85,9,0.5537161231040955,0.5357423861821492
85,19,0.5480252504348755,0.5352279702822368
86,9,0.5439965128898621,0.5344480236371358
86,19,0.5394142270088196,0.5339080651601156
87,9,0.5370314121246338,0.5331000010172526
87,19,0.5387086272239685,0.5325596729914347
88,9,0.5376257300376892,0.5317665060361226
88,19,0.5453421473503113,0.5312413295110067
89,9,0.539554238319397,0.530450435479482
89,19,0.5438566207885742,0.5299327691396077
90,9,0.533374547958374,0.5291459719340007
90,19,0.5335749387741089,0.5286167860031128
91,9,0.5449424982070923,0.5278213580449422
91,19,0.5441144704818726,0.5272976875305175
92,9,0.542168915271759,0.5265106240908305
92,19,0.5409587025642395,0.5259939193725586
93,9,0.5464752316474915,0.5252238631248474
93,19,0.5485309362411499,0.5247107585271199
94,9,0.5356607437133789,0.5239442189534506
94,19,0.5342053174972534,0.5234235644340515
95,9,0.5283023715019226,0.5226436297098795
95,19,0.540477454662323,0.5221274773279826
96,9,0.5310361385345459,0.5213506142298381
96,19,0.5382629036903381,0.5208290417989095
97,9,0.5236519575119019,0.5200490156809489
97,19,0.5285610556602478,0.5195211331049602
98,9,0.5387665033340454,0.518734868367513
98,19,0.542547345161438,0.5182103315989176
99,9,0.5199819207191467,0.5174201806386312
99,19,0.5212602019309998,0.5168767849604289
100,9,0.53853839635849,0.5160832405090332
100,19,0.5278611779212952,0.5155617833137512
101,9,0.5438079833984375,0.514773158232371
101,19,0.5260583162307739,0.5142482479413351
102,9,0.521048903465271,0.5134581287701925
102,19,0.5199686288833618,0.5129339814186096
103,9,0.5173298716545105,0.5121425032615662
103,19,0.523226797580719,0.5116175452868144
104,9,0.5230592489242554,0.5108256896336874
104,19,0.5329355597496033,0.5102980534235636
105,9,0.5149122476577759,0.5095101952552795
105,19,0.5136640667915344,0.508974560101827
106,9,0.5292178988456726,0.5081819891929626
106,19,0.5160157084465027,0.5076559782028198
107,9,0.527930498123169,0.5068791151046753
107,19,0.5335606932640076,0.5063882748285929
108,9,0.519186794757843,0.5056401491165161
108,19,0.5233363509178162,0.5051298856735229
109,9,0.5318171381950378,0.5043560028076172
109,19,0.5197769999504089,0.503848151365916
110,9,0.5180773735046387,0.5030734062194824
110,19,0.5062236785888672,0.5025586366653443
111,9,0.5215418338775635,0.5017795880635579
111,19,0.5134978890419006,0.501261830329895
112,9,0.5180802345275879,0.5004963874816895
112,19,0.5184866786003113,0.4999944051106771
113,9,0.5198777914047241,0.4992269555727641
113,19,0.510176956653595,0.4987141887346903
114,9,0.5203508138656616,0.4979539314905802
114,19,0.5145809650421143,0.4974410057067871
115,9,0.5167274475097656,0.4966893871625265
115,19,0.5209919214248657,0.4961954454580943
116,9,0.5154735445976257,0.4954391161600748
116,19,0.5074355602264404,0.4949329853057861
117,9,0.5091512203216553,0.4941597024599711
117,19,0.5044063925743103,0.493628050883611
118,9,0.5061292052268982,0.4928410589694977
118,19,0.5020497441291809,0.4923229575157165
119,9,0.5025970339775085,0.4915542761484782
119,19,0.5201610326766968,0.4910395741462707
120,9,0.5098756551742554,0.4902731299400329
120,19,0.5062142014503479,0.4897631525993347
121,9,0.5105671286582947,0.4889959434668223
121,19,0.5050861835479736,0.488489963610967
122,9,0.515038251876831,0.487731005748113
122,19,0.5098192095756531,0.4872185369332631
123,9,0.50968337059021,0.4864509880542755
123,19,0.5119883418083191,0.4859359959761302
124,9,0.4977734684944153,0.4851643880208333
124,19,0.5032081604003906,0.4846465826034546
125,9,0.4939700067043304,0.4838767945766449
125,19,0.5046749114990234,0.4833733975887299
126,9,0.5117741227149963,0.4826131641864776
126,19,0.5101897120475769,0.4821083108584086
127,9,0.5017514228820801,0.4813558359940846
127,19,0.5034944415092468,0.4808548390865326
128,9,0.4982891082763672,0.480123229821523
128,19,0.4940625429153442,0.4796409289042155
129,9,0.5002155303955078,0.4788982093334198
129,19,0.4912392199039459,0.4784004151821136
130,9,0.516152560710907,0.4776387890179952
130,19,0.4993155896663666,0.4771447439988454
131,9,0.4815081059932709,0.4764009455839793
131,19,0.4937044680118561,0.4759000857671102
132,9,0.4843025505542755,0.4751449346542358
132,19,0.4794903993606567,0.4746374626954396
133,9,0.4892348647117615,0.4738762736320495
133,19,0.4891790747642517,0.4733670075734456
134,9,0.4892484247684479,0.4726140836874644
134,19,0.4927018880844116,0.4721238752206166
135,9,0.4953543841838836,0.4713816364606221
135,19,0.4872331619262695,0.4708906014760335
136,9,0.5029506087303162,0.4701508998870849
136,19,0.4949319362640381,0.4696687738100688
137,9,0.4853543937206268,0.4689372479915619
137,19,0.4991081655025482,0.4684515098730723
138,9,0.4851753711700439,0.4677105406920115
138,19,0.4853022396564483,0.4672151545683543
139,9,0.4785727858543396,0.4664687732855478
139,19,0.4824555516242981,0.4659831960995992
140,9,0.4736029803752899,0.4652641097704569
140,19,0.4871773421764374,0.4647734522819519
141,9,0.4810748994350433,0.4640501300493876
141,19,0.4903751015663147,0.463568103313446
142,9,0.4714289605617523,0.4628468632698059
142,19,0.4761458933353424,0.4623552401860555
143,9,0.4784055352210998,0.4616214752197266
143,19,0.479416161775589,0.4611334145069122
144,9,0.4710906147956848,0.4604113856951395
144,19,0.4763309061527252,0.4599255541960398
145,9,0.4675281941890716,0.4591978271802266
145,19,0.4720600545406341,0.4587109287579854
146,9,0.4759661555290222,0.4579811036586761
146,19,0.4739916622638702,0.4575049082438151
147,9,0.4637012481689453,0.4567989746729533
147,19,0.4670558571815491,0.4563227494557698
148,9,0.474039614200592,0.4556150197982788
148,19,0.4798362851142883,0.4551380097866058
149,9,0.4743051528930664,0.4544325570265452
149,19,0.4773458838462829,0.4539616564909617
150,9,0.4888591170310974,0.4532500783602396
150,19,0.4942432343959808,0.4527865469455719
151,9,0.4660730361938476,0.4520865062872569
151,19,0.4707635045051574,0.4516110519568125
152,9,0.4730754196643829,0.450901597738266
152,19,0.4782226085662842,0.4504461407661438
153,9,0.4644280672073364,0.4497557282447815
153,19,0.4693008959293365,0.4492967108885447
154,9,0.4652794003486633,0.4485928734143575
154,19,0.4648964703083038,0.4481260637442271
155,9,0.4613523185253143,0.4474254310131073
155,19,0.4596645534038543,0.4469531774520874
156,9,0.4649383127689361,0.4462546209494273
156,19,0.4738143980503082,0.4457867383956909
157,9,0.4579660594463348,0.4450995246569315
157,19,0.4547643363475799,0.4446429014205932
158,9,0.4504017829895019,0.4439388354619344
158,19,0.4488872587680816,0.443473349014918
159,9,0.4560137093067169,0.442782594760259
159,19,0.4583905339241028,0.4423312743504842
160,9,0.4518133401870727,0.4416486223538716
160,19,0.4646006524562835,0.4411911606788635
161,9,0.4523060619831085,0.4405033409595489
161,19,0.45614093542099,0.440050721168518
162,9,0.4454130828380584,0.4393750011920929
162,19,0.4609454572200775,0.4389227290948232
163,9,0.4514357447624206,0.4382529278596242
163,19,0.4500226378440857,0.4378006418546041
164,9,0.449019581079483,0.4371135135491689
164,19,0.4503200054168701,0.436658497651418
165,9,0.4549129009246826,0.435985008875529
165,19,0.4498517215251922,0.4355368276437124
166,9,0.4562419652938843,0.4348643978436788
166,19,0.4488577544689178,0.4344129979610443
167,9,0.4346861541271209,0.4337310413519541
167,19,0.4370694756507873,0.4332749764124552
168,9,0.4500353634357452,0.4326010127862295
168,19,0.4542261958122253,0.432155430316925
169,9,0.4388491511344909,0.4314862449963887
169,19,0.4407893121242523,0.4310394207636515
170,9,0.4372809827327728,0.4303654909133911
170,19,0.4294599890708923,0.4299108366171519
171,9,0.4501616954803467,0.4292374948660533
171,19,0.450555682182312,0.4287964224815369
172,9,0.4447850584983825,0.4281267563501993
172,19,0.4450970590114593,0.4276791095733642
173,9,0.4368803799152374,0.4270145396391551
173,19,0.4289841949939728,0.4265793124834696
174,9,0.4442266225814819,0.4259230971336364
174,19,0.4429265558719635,0.4254785458246867
175,9,0.4437281489372253,0.4248348077138265
175,19,0.4357864260673523,0.424404505888621
176,9,0.4504532814025879,0.4237660547097524
176,19,0.4429377615451813,0.4233334461847941
177,9,0.4424262642860412,0.4226934075355529
177,19,0.442284494638443,0.4222687125205994
178,9,0.4410004317760467,0.4216343621412913
178,19,0.4447478353977203,0.4212049086888631
179,9,0.4472028613090515,0.4205626130104065
179,19,0.4438728094100952,0.4201348940531412
180,9,0.4455223679542541,0.4195064763228098
180,19,0.4387919306755066,0.4190852264563242
181,9,0.4486604630947113,0.4184468964735667
181,19,0.4505416452884674,0.4180215279261271
182,9,0.4332631826400757,0.417388258377711
182,19,0.430048406124115,0.4169640779495239
183,9,0.4254705309867859,0.4163243770599365
183,19,0.4301461577415466,0.4158916076024373
184,9,0.4347197413444519,0.4152529756228129
184,19,0.428489089012146,0.4148441632588704
185,9,0.4266168177127838,0.4142194966475169
185,19,0.4209718406200409,0.4138067642847697
186,9,0.4325408935546875,0.4131840864817301
186,19,0.4347714185714721,0.412772653500239
187,9,0.4273020625114441,0.412159659465154
187,19,0.4341050088405609,0.4117483894030253
188,9,0.4290629029273987,0.4111268540223439
188,19,0.4289397001266479,0.4107153594493866
189,9,0.4319253861904144,0.4100965718428294
189,19,0.4370652735233307,0.4096892217795054
190,9,0.4280155599117279,0.4090755343437194
190,19,0.4196471869945526,0.4086690068244934
191,9,0.4237380921840668,0.4080539762973785
191,19,0.4247588515281677,0.4076425929864247
192,9,0.4180745482444763,0.407025529940923
192,19,0.4182284474372864,0.4066131214300791
193,9,0.4174458384513855,0.4059887568155924
193,19,0.4168373048305511,0.405569996436437
194,9,0.4212822616100311,0.4049577752749125
194,19,0.4148843586444855,0.4045482099056244
195,9,0.4084787964820862,0.4039362986882527
195,19,0.4092975258827209,0.4035286406675974
196,9,0.4272181987762451,0.4029236058394114
196,19,0.4298242330551147,0.4025244851907094
197,9,0.4146416485309601,0.4019215047359467
197,19,0.4310652911663055,0.4015249013900757
198,9,0.4174528419971466,0.4009271343549093
198,19,0.4301371276378631,0.4005264063676198
199,9,0.4242120087146759,0.3999150276184082
199,19,0.4248135387897491,0.3995160937309265
200,9,0.4124657809734344,0.3989137967427572
200,19,0.4112472534179687,0.3985192000865936
201,9,0.4111921787261963,0.3979263146718343
201,19,0.4181458652019501,0.3975289702415466
202,9,0.4211093783378601,0.3969418863455454
202,19,0.4179114103317261,0.3965579271316528
203,9,0.4176686406135559,0.395985225836436
203,19,0.4212357401847839,0.3955933193365732
204,9,0.4034341275691986,0.395010503133138
204,19,0.4015708863735199,0.3946110486984253
205,9,0.4105865061283111,0.3940139154593149
205,19,0.4136474132537842,0.3936202704906463
206,9,0.4082369804382324,0.3930295209089915
206,19,0.402527391910553,0.3926298042138417
207,9,0.4078184366226196,0.3920438865820567
207,19,0.4006375670433044,0.3916563014189402
208,9,0.4097658693790436,0.3910641392072042
208,19,0.4116625189781189,0.3906821191310882
209,9,0.4109397828578949,0.3901057322820028
209,19,0.4010863006114959,0.3897297004858652
210,9,0.4062008857727051,0.3891542275746663
210,19,0.4028735756874084,0.3887704193592071
211,9,0.4213794767856598,0.388192222515742
211,19,0.4197536408901214,0.3878220359484354
212,9,0.403601735830307,0.3872430602709452
212,19,0.4066810011863708,0.3868593394756317
213,9,0.4035996198654175,0.3862866024176279
213,19,0.4051701128482818,0.3859076062838236
